"run","metric","count","skipped","min_cy","avg_cy","p50_cy","p95_cy","max_cy"
"7","queue_wake_latency","1000","0","663","663",,,"663"
"7","queue_end_to_end_latency","1000","0","864","864",,,"864"
"7","mutex_lock_unlock","1000","0","38","38",,,"505"
"7","mutex_waiter_wake_latency","1000","0","1337","1354",,,"2238"
"7","priority_inheritance_enter_latency","1000","0","1520","1545",,,"2404"
"7","priority_inheritance_exit_latency","1000","0","2198","2218",,,"3094"
"7","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"8","context_switch_a_to_b","999","1","424","427","424","425","939"
"8","semaphore_give_to_taskb_wake","1000","0","766","772",,,"1313"
"8","sleep_1tick_extra","1000","0","995","998",,,"1004"
"8","tim2_irq_to_task","1000","0","668","668",,,"668"
"8","queue_wake_latency","1000","0","661","713",,,"1179"
"8","queue_end_to_end_latency","1000","0","862","926",,,"1410"
"8","mutex_lock_unlock","1000","0","38","38",,,"507"
"8","mutex_waiter_wake_latency","1000","0","1338","1338",,,"1748"
"8","priority_inheritance_enter_latency","1000","0","1520","1539",,,"2049"
"8","priority_inheritance_exit_latency","1000","0","2199","2202",,,"3090"
"8","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"9","context_switch_a_to_b","999","1","424","426","424","425","939"
"9","semaphore_give_to_taskb_wake","1000","0","766","770",,,"1313"
"9","sleep_1tick_extra","1000","0","995","998",,,"1004"
"9","tim2_irq_to_task","1000","0","668","668",,,"668"
"9","queue_wake_latency","1000","0","663","663",,,"663"
"9","queue_end_to_end_latency","1000","0","864","864",,,"864"
"9","mutex_lock_unlock","1000","0","38","38",,,"505"
"9","mutex_waiter_wake_latency","1000","0","1337","1362",,,"2238"
"9","priority_inheritance_enter_latency","1000","0","1520","1534",,,"2404"
"9","priority_inheritance_exit_latency","1000","0","2198","2231",,,"3094"
"9","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"10","context_switch_a_to_b","999","1","424","426","424","425","938"
"10","semaphore_give_to_taskb_wake","1000","0","766","770",,,"1313"
"10","sleep_1tick_extra","1000","0","995","1001",,,"1011"
"10","tim2_irq_to_task","1000","0","668","668",,,"668"
"10","queue_wake_latency","1000","0","663","663",,,"663"
"10","queue_end_to_end_latency","1000","0","864","864",,,"864"
"10","mutex_lock_unlock","1000","0","38","38",,,"42"
"10","mutex_waiter_wake_latency","1000","0","1338","1347",,,"1748"
"10","priority_inheritance_enter_latency","1000","0","1520","1556",,,"2404"
"10","priority_inheritance_exit_latency","1000","0","2199","2208",,,"2606"
"10","soft_timer_callback_to_task","1000","0","620","620",,,"622"
